CANOIL PRODUCT AND CUSTOMER LIST
Generated: 2025-12-01 18:43:01

================================================================================
PRODUCTS WITH PACKAGING SIZES
================================================================================

Item No.,Description,Packaging Size,Stocking Units,Purchasing Units,Unit Weight,Status,Item Type,Stock,Recent Cost,Standard Cost
CCASREDSS1.5MB40,HiTek Summit Semi-Syn. All Season EP1.5 - 4×10×380 g case,"Case, CASE40",CASE40,CASE40,1,Active,Assembled,0.000000,$130.762147,$75.588600
CCAW-46HYDRAULICOILDRUM,CANOIL AW-46 HYDRAULIC OIL STEEL DRUM 205 L,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$259.908475,$259.908480
CCBEAVERCOAT-P20,CC BEAVERCOAT PAIL 20 L,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$54.370000,$0.000000
CCBEAVERCOAT100-12X1L CA,CC BEAVER COAT BOARD OIL(100) 12x1 L JUG CASE,Case,CASE,CASE,0,Active,Assembled,0.000000,$36.615000,$36.615000
CCBEAVERCOAT100-4X4L CA,CC BEAVER COAT BOARD OIL(100) 4x4 L Jug Case,Case,CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$44.230000
CCBEAVERCOAT100-6X4L CA,CC BEAVER COAT BOARD OIL(100) 6x4 L Jug Case,Case,CASE,CASE,0,Active,Assembled,0.000000,$130.470000,$130.470000
CCDOMED CAP,Canoil domed black cap (SKU BE01481BB),N/A,EA,EA,0,Active,Raw Material,6.000000,$0.100000,$0.050000
CCDRUMSBLACK,Canoil lined black steel drum (Empty Lanxess grease drum),Drum,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
CCDRUMSBLACK-REFURBISHED,Canoil black refurbished open-head steel drum (Empty PC drum,Drum,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
CCDURA 450-WHITE DRUM,CC Duratherm 450/450-FG - 55 US gal white plastic drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$428.620096,$385.083500
CCDURA HF-5 GAL PAIL,Duratherm HF/HF-FG - 5 US gal pail,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$62.911758,$0.000000
CCDURA-600-WHITE DRUM,CC Duratherm 600/630/FG - 55 US gal white plastic drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$373.136452,$263.690140
CCDURA-7A DRM,CC DURATHERM-7A 55 gal White Plastic Drum,Drum,Drum,Drum,0,Active,Assembled,0.000000,"$1,724.699728",$0.000000
CCDURA-7A FRMULA-1L,CC DURATHERM-7A FRMULA -1Liter,LITER,Liter,Liter,0,Active,Assembled,0.000000,$7.995191,$0.000000
CCDURA-HF(CHEVRN600R)DRM,CC Duratherm HF/HF-FG- 55 US gal white drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$534.524538,$349.235050
CCDURA-HF-TOTE,CC Duratherm HF/HF-FG - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Assembled,0.000000,"$2,080.138500","$2,352.356350"
CCDURA-S,CC Duratherm S (PMX-200 Silicone 50 cSt) - 55 US gal drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,"$1,206.000000","$1,304.000000"
CCDURA-S PAIL,CC Duratherm S (PMX-200 Silicone 50 cSt) - 5 US gal pail,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$130.957110,$128.667910
CCDURA-X PAIL-5GAL,CC Duratherm X (600/630/FG) - 5 US gal pail,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$30.164050,$30.164050
CCDURA-X-WHITE DRUM,CC Duratherm X (600/630/FG) - 55 US gal wht. plastic drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$373.011257,$263.690140
CCDURA-XLT-2 DRM,CC Duratherm XLT-2 - 55 US gal closed head steel drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$465.000000,$413.590000
CCDURA-XLT-2 PAIL,CC Duratherm XLT-2 - 5 US gal pail,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$62.168600,$43.461310
CCDURA-XLT-2 TOTE,CC Duratherm XLT-2 - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Assembled,0.000000,"$1,752.300000","$1,752.300000"
CCDURA600-275GALTOTE,CC Duratherm 600/630/FG - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Assembled,0.000000,"$2,011.259665","$1,265.950700"
CCDURA630-BULK,CC Duratherm 600/630/FG - Bulk (ISO 46),"GALLON, BULK",Gallon,Bulk,0,Active,Assembled,0.000000,$6.056629,$3.712550
CCDURA630FGCHINADRM,CC Duratherm 600/630/FG - 208 L steel drum (China),Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$279.284950,$274.870870
CCDURACLEAN HD 50 DRUM,CC DuraClean HD 50% - 55 US gal Blue Drum,Drum,Drum,Drum,0,Active,Assembled,0.000000,$655.712978,$0.000000
CCDURACLEAN HD DRUM,CC DuraClean HD - Steel drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$927.566979,"$1,087.507750"
CCDURACLEAN HD25 DRUM,CC DuraClean HD 25% - 55 US gal blue drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$443.541305,$451.950190
CCDURACLEAN LSC-BLUEDRUM,CC DuraClean LSC- 55 US gal blue plastic drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$611.643178,$399.142700
CCDURACLEAN LSC-PAIL,CC DuraClean LSC - 5 US gal pail,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$68.485839,$0.000000
CCDURACLEAN ULTRA-55GAL,CC DuraClean Ultra- 55 US gal Drum,Drum,Drum,Drum,0,Active,Assembled,0.000000,$729.273463,$0.000000
CCDURACLEAN ULTRA-5GAL,CC DuraClean Ultra - 5 US gal pail,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$79.516360,$60.966560
CCDURACLEAN-BLUEDRUM,CC DuraClean/U-Clean - 55 US gal blue plastic drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$560.274439,$344.413300
CCDURACLEAN-LSC22-BDRUM,CC DuraClean LSC at 22 cSt - 55 US gal blue plastic drum,Drum,Drum,Drum,0,Active,Assembled,0.000000,$467.993645,$0.000000
CCDURACLEANHD25-TOTE,CC DuraClean HD 25% - 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Assembled,0.000000,"$2,189.100950","$2,189.100950"
CCDURAFLUSH HF-DRUM,CC DuraFlush HF- 55 US gal Blue Plastic Drum,Drum,EA,EA,0,Active,Assembled,0.000000,$542.287500,$0.000000
CCDURAFLUSH-BLUE DR,CC DuraFlush - 55 US gal blue plastic drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$377.808000,$0.000000
CCDURAFLUSH-BLUE DRUM,CC DuraFlush - 55 US gal blue plastic drum (ISO 22),Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$380.022000,$166.400000
CCDURAFLUSH-BULK,CC DuraFlush - Bulk (ISO 22),"GALLON, BULK",Gallon,BULK,0,Active,Assembled,0.000000,$2.016496,$3.028330
CCDURAFLUSH-FRMULA 1L,CC DuraFlush Formulation- 1 Liter,LITER,Liter,Liter,0,Active,Assembled,0.000000,$1.476000,$0.000000
CCDURAFLUSH-TOTE,CC DuraFlush - 275 US gal tote (ISO 22),TOTE,TOTE,TOTE,0,Active,Assembled,0.000000,"$1,129.000000","$1,129.000000"
CCDURAFLUSH-TOTE 275 GAL,CC DuraFlush - 275 US gal tote ,TOTE,TOTE,TOTE,1,Active,Assembled,0.000000,"$1,853.170000",$0.000000
CCDURAHF(CHEVRON600R)TOT,CC Duratherm HF/HF-FG- 275 US gal tote,TOTE,TOTE,TOTE,0,Active,Assembled,0.000000,"$2,728.452689","$1,693.675250"
CCDURAHTO-CONCEN-FRMULA,CC DURATHERM-HTO CONCENTRATE- FRMULA- 1 Gal,GAL,GAL,GAL,0,Active,Assembled,0.000000,$5.737711,$0.000000
CCDURAHTO22-FG,[CCL] Duratherm HTO22-FG,GALLON,gallon,gallon,1,Active,Assembled,0.000000,$5.984000,$0.000000
CCEMBPOLYUREADRM,CANOIL ELECTRIC MOTOR BEARING POLYUREA DRUM,Drum,DRUM,DRUM,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCEMBPOLYUREATUBEUB,CANOIL ELECTRIC MOTOR BEARING POLYUREA UNIT BOX 10x400g CASE,Case,CASE,CASE,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCEP100 GEAR OIL TOTE,CC EP 100 Gear Oil-1040 L TOTE,TOTE,Tote,Tote,0,Active,Assembled,0.000000,"$2,546.542800",$0.000000
CCEP150 FG GEAR  OIL DRM,CC EP 150 Food Grade Gear Oil- 205 L Drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$481.115300,$481.115300
CCEP150 GEAR OIL DRUM,CC EP 150 Gear Oil-205 L Drum,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$562.497690,$0.000000
CCEP220 GEAR OIL DRM,CC EP 220 Gear Oil-205 L DRUM,Drum,DRUM,DRUM,0,Active,Assembled,0.000000,$534.134450,$534.134450
CCEP68 GEAR OIL PAIL,CC EP 68 Gear Oil-18.9 L Pail,Pail,Pail,Pail,0,Active,Assembled,0.000000,$47.749302,$0.000000
CCH1FB2DRM,Canoil H1 Food & Beverage # 2 - 180 kg drum (G-2234-2),"180kg, Drum",DRUM,DRUM,1,Active,Assembled,0.000000,"$1,582.200000","$1,501.200000"
CCH1FB2K55,Canoil H1 Food & Beverage # 2 - 55 kg keg (G-2234-2),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$494.760000,$494.760000
CCH1FB2MBCASE,Canoil H1 Food & Beverage # 2 - 3×10×400 g case (G-2234-2),"Case, CASE30",CASE30,CASE30,1,Active,Assembled,0.000000,$110.761340,$110.918740
CCH1FB2P17,Canoil H1 Food & Beverage # 2 - 17 kg pail (G-2234-2),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$160.721000,$157.370000
CCH1FB2UB,Canoil H1 Food & Beverage # 2 - 10×400 g case (G-2234-2),Case,CASE,CASE,1,Active,Assembled,0.000000,$36.430200,$36.525870
CCHDEP2DRM,Canoil Heavy Duty EP2 - 180 kg drum (G-2193-2),"180kg, Drum",DRUM,DRUM,0,Active,Assembled,0.000000,"$1,252.800000",$0.000000
CCHDEP2MBCASE,Canoil Heavy Duty EP2 - 3×10×400 g case (G-2193-2),"Case, CASE30",CASE30,CASE30,1,Active,Assembled,0.000000,$92.750251,$70.598740
CCJERRY-CAN CARTON-5GAL,Carton for 5-gallon jerrycan / tighthead pail (SKU 976864),"Pail, Gallon",EA,EA,0,Active,Raw Material,420.000000,$1.731310,$1.731310
CCL-LTECRTG400,Empty Plastic Grease Cartridge (WHITE) 400g w/black cap,N/A,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
CCLT1MBCASE,Canoil Low Temp EP1 - 3×10×400 g case (G-2032-1/MOV Extra 1),"Case, CASE30",CASE30,CASE30,1,Active,Assembled,0.000000,$88.135167,$75.158740
CCLT1UB,Canoil Low Temp EP1 - 10×400 g case (G-2032-1 / MOV Extra 1),Case,CASE,CASE,1,Active,Assembled,0.000000,$24.510200,$24.605870
CCMPWB2 4OZ TUBE CASE,CC MPWB2 10x4oz Tube Case,"Case, Tube",CASE,CASE,0,Active,Assembled,0.000000,$0.000000,$6.067750
CCMPWB2 TUB/JAR CASE,CC MPWB2 12x454 g Tub/Jar Case,Case,CASE,CASE,0,Active,Assembled,0.000000,$44.202720,$44.202720
CCMPWB2DRM,Canoil MP & Wheel Bearing #2 - 180 kg drum (G-2000-2),"180kg, Drum",DRUM,DRUM,1,Active,Assembled,0.000000,"$1,283.400000",$925.200000
CCMPWB2DRM-DARK GREEN,Canoil MP & Wheel Bearing #2 - 180 kg (Dark Green G-2000-2),"180kg, DRUM",DRUM,DRUM,0,Active,Assembled,0.000000,"$1,291.944296",$0.000000
CCMPWB2K55,Canoil MP & Wheel Bearing #2 - 55 kg keg (G-2000-2),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$432.110000,$325.900000
CCMPWB2MBCASE,Canoil MP & Wheel Bearing #2 - 3×10×400 g case (G-2000-2),"Case, CASE30",CASE30,CASE30,1,Active,Assembled,1.000000,$91.135167,$72.518740
CCMPWB2P17,Canoil MP & Wheel Bearing #2 - 17 kg pail (G-2000-2),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCMPWB2UB,Canoil MP & Wheel Bearing #2 - 10×400 g case (G-2000-2),Case,CASE,CASE,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCPEERLESS POLY EMB CASE,CC Peerless POLY EMB - 3x10x400 g case,Case,Case,Case,0,Active,Raw Material,0.000000,$0.000000,$0.000000
CCWROG1DRM,Canoil Wire Rope & Open Gear #1 - 180 kg drum (G-2137-1),"180kg, Drum",DRUM,DRUM,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCWROG1K55,Canoil Wire Rope & Open Gear #1- 55 kg keg (G-2137-1),"55kg, Keg",KEG,KEG,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCWROG1MBCASE,Canoil Wire Rope & Open Gear #1 - 3×10×400 g case (G-2137-1),"Case, CASE30",CASE30,CASE30,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCWROG1P17,Canoil Wire Rope & Open Gear #1 - 17 kg pail (G-2137-1),"17kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$0.000000,$0.000000
CCWROG1UB,Canoil Wire Rope & Open Gear #1 - 10×400 g case (G-2137-1),Case,CASE,CASE,1,Active,Assembled,0.000000,$0.000000,$0.000000
CHD-17 PAIL,LQ Pro-Lub CHD - 17 kg pail (G-2193-2),"17kg, Pail",PAIL,PAIL,0,Active,Assembled,0.000000,$123.490000,$0.000000
CHD-400 TUBE CASE,LQ Pro-Lub CHD - 3×10×400 g tube case (G-2193-2),"Case, Tube",CASE,CASE,0,Active,Assembled,0.000000,$91.550251,$0.000000
CHD-55 KEG,LQ Pro-Lub CHD - 55 kg keg (G-2193-2),"55kg, Keg",KEG,KEG,0,Active,Assembled,0.000000,$423.310000,$0.000000
CHEVRON 60 R-BULK,Chevron Neutral Oil 60R - Bulk,"GALLON, BULK",Gallon,Bulk,0,Active,Raw Material,0.000000,$4.356000,$4.356000
CHEVRON 600R-BULK,Chevron Neutral Oil 600R - Bulk,"GALLON, BULK",GALLON,BULK,0,Active,Raw Material,"3,853.000000",$8.572500,$4.792500
CHEVRON600R TOTE,Chevron Neutral Oil 600R - 275 US gal tote,N/A,EA,EA,0,Active,Assembled,0.000000,"$1,887.937500","$1,562.937500"
CHILLEX N-55 5GALON PAIL,CHILLEX N-55 5 gal PAIL,Pail,PAIL,PAIL,1,Active,Assembled,0.000000,$0.000000,$0.000000
CHILLEX068C1000,Chillex RPOE068 case 12 x 1000 ml,"Case, CASE12",CASE12,CASE12,1,Active,Assembled,2.000000,$0.000000,$0.000000
CHILLEX068C250,Chillex RPOE068 case 12 x 250 ml,"Case, CASE12",CASE12,CASE12,1,Active,Assembled,74.000000,$54.750000,$0.000000
CHLOROPAR W-40 DRM,CHLOROPAR W-40 Drum- 500 lb,"Drum, LBS",LBS,DRUM,0,Active,Raw Material,"8,532.993028",$2.972450,$0.000000
CHLOROPAR W-40AO DRM,CHLOROPAR W-40AO Drum-525 lb,"Drum, LBS",LBS,DRUM,0,Active,Raw Material,0.000000,$2.461350,$0.000000
CITY WATER,CITY WATER - SALT ELIMINATOR,KG,KG,KG,0,Active,Raw Material,0.000000,$0.000000,$0.000000
CLEAR PET JARS,Clear PET round wide mouth plastic jars - 16 oz,BOX,box,box,0,Active,Raw Material,0.000000,$52.800000,$0.000000
CLEAR POLYPRO TAPE,260-0006 Clear polypro tape 12mm x 33m,"ROLLS, CASE",ROLLS,CASE,0,Active,Raw Material,0.000000,$0.970000,$0.970000
COMLUBE-KEGLID,Comlube PM+ 2094 EP 1.5 - Keg lid,Keg,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
COMLUBEBLACKCAPS,Comlube black cap,BOX,EA,Box,1,Active,Raw Material,"1,108.000000",$0.000000,$0.000000
COMLUBEK55,Comlube PM+ 2094 EP 1.5 - 55 kg keg (G-2094-1.5),"55kg, Keg",KEG,KEG,0,Active,Assembled,0.000000,$600.500000,$448.860000
COMLUBEKEG55,Comlube PM+ 2094 EP 1.5 - Empty 55 kg keg,"55kg, Keg",EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
COMLUBELID,Comlube PM+ 2094 EP 1.5 - Pail lid,Pail,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
COMLUBEMB40,Comlube PM+ 2094 EP 1.5 - Master box (40-pack),N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
COMLUBEPAIL,Comlube PM+ 2094 EP 1.5 - Empty 20 kg pail,"20kg, Pail",EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
COMLUBEPM+2094EP1.5,Comlube PM+ 2094 EP 1.5 - 4×10×400 g case (G-2094-1.5),"Case, CASE40",CASE40,CASE40,1,Active,Assembled,0.000000,$164.552280,$119.421200
COMLUBEPMTUBE,Comlube PM+ 2094 EP 1.5 - 400 g tube,"Tube, BOX",EA,Box,1,Active,Raw Material,81.000000,$0.000000,$0.000000
COMLUBEUB,Comlube PM+ 2094 EP 1.5 - Unit box (10-pack),N/A,EA,EA,1,Active,Raw Material,0.000000,$0.000000,$0.000000
COMLUBP20,Comlube PM+ 2094 EP 1.5 - 20 kg pail (G-2094-1.5),"20kg, Pail",PAIL,PAIL,1,Active,Assembled,0.000000,$199.800000,$149.200000
COMPRESSOR WAREHOUSE,COMPRESSOR WAREHOUSE,N/A,EA,EA,0,Active,Raw Material,0.000000,"$14,594.000000","$14,594.000000"
COMPRESSORCLEANER,PC COMPRESSOR CLEANER DRUM,"Drum, LITRE",LITRE,DRUM,1,Active,Raw Material,0.000000,$9.650000,$9.650000
CONNECTING PUMPS,,UNIT,unit,unit,0,Active,Raw Material,0.000000,$195.000000,$0.000000
CONNECTING STIRRER,,UNIT,unit,unit,0,Active,Outside Processing,0.000000,$795.000000,$0.000000
COPPER CORROSION TEST,Copper corrosion test ASTM D130,N/A,EA,EA,0,Active,Raw Material,0.000000,$176.500000,$0.000000
CSS-17 PAIL,LQ Pro-Lub CSS - 17 kg pail,"17kg, Pail",PAIL,PAIL,0,Active,Assembled,0.000000,$98.706600,$87.038700
CSS-180 DRUM,LQ Pro-Lub CSS - 180 kg drum,"180kg, Drum",DRUM,DRUM,0,Active,Assembled,0.000000,$934.164000,$844.398000
CSS-400 TUBE,LQ Pro-Lub CSS - 400 g tube,Tube,EA,EA,0,Active,Raw Material,0.000000,$0.000000,$0.000000
CSS-400 TUBE CASE,LQ Pro-Lub CSS - 3×10x380 g case,"Case, CASE30",CASE30,CASE30,0,Active,Assembled,0.000000,$69.784720,$56.997280
CSS-55 KEG,LQ Pro-Lub CSS - 55 kg keg,"55kg, Keg",KEG,KEG,0,Active,Assembled,0.000000,$344.099000,$258.010500
CSW-17PRO-LUBPAIL 17KG,LQ Pro-Lub CSW - 17 kg pail (G-2218-0),"17kg, Pail",PAIL,PAIL,0,Active,Assembled,0.000000,$152.901000,$114.050000
CSW-180PRO-LUBDRUM,LQ Pro-Lub CSW - 180 kg drum (G-2218-0),"180kg, Drum",DRUM,DRUM,0,Active,Assembled,0.000000,"$1,445.400000","$1,130.400000"
CSW-400PRO-LUB30X400CASE,LQ Pro-Lub CSW - 3×10×400 g (G-2218-0),CASE30,CASE30,CASE30,0,Active,Assembled,0.000000,$113.074751,$79.547740
CSW-400PRO-LUBTUBE,LQ Pro-Lub CSW - 400 g tube,Tube,EA,EA,1,Active,Raw Material,"5,511.000000",$0.260000,$0.000000
CSW-55PRO-LUBKEG,LQ Pro-Lub CSW - 55 kg keg (G-2218-0),"55kg, Keg",KEG,KEG,0,Active,Assembled,0.000000,$502.512500,$381.460000
DEHY4008DRM,Dehylub 4008 - 385 lb drum,"Drum, LBS",LBS,DRUM,1,Active,Raw Material,"1,490.000000",$1.478400,$1.478400
DEHY4030DRM,DEHYLUB4030- 385 lb,"LBS, DRUM",LBS,DRUM,1,Active,Raw Material,456.500750,$1.386000,$1.386000
DEHYL4012P20,Dehylub 4012 20 L pail,"Pail, LITRE",LITRE,PAIL,1,Active,Raw Material,0.000000,$0.000000,$0.000000
DEHYLUB4012DRM,DEHYLUB 4012 DRUM,"Drum, LBS",LBS,DRUM,0,Active,Raw Material,74.500000,$1.674000,$1.674000
DEHYLUB4012TOTE,DEHYLUB 4012 TOTE,"LBS, TOTE",LBS,TOTE,0,Active,Raw Material,"3,656.000000",$2.281500,$2.281500
DEHYLUB4016US,DEHYLUB 4016 US -TOTE,TOTE,TOTE,TOTE,0,Active,Raw Material,0.000000,"$3,186.000000","$3,186.000000"
DEHYLUB4016USDRM,DEHYLUB 4016 US -DRUM,Drum,DRUM,DRUM,0,Active,Raw Material,0.000000,$613.305000,$613.305000
DELIVERY CHARGE,,N/A,,,0,Active,Raw Material,0.000000,$20.000000,$0.000000
DI WATER,DI WATER - SALT ELIMINATOR,KG,KG,KG,0,Active,Raw Material,0.000000,$0.000000,$0.000000
DIELECTRIC LUB FRMULA-1L,DIELECTRIC LUBRICATING OIL FRMULA-1L,LITER,Liter,Liter,0,Active,Assembled,18.700000,$2.297584,$0.000000
DIELECTRIC LUB OIL PAIL,DIELECTRIC LUBRICATING OIL PAIL 18.9 Liter,Pail,PAIL,PAIL,0,Active,Assembled,0.000000,$51.124340,$0.000000
DIESEL EIC FRMUL-1L,AEC Diesel Fuel System Cleaning Solution - Formulation (1 L),LITER,LITER,LITER,0,Active,Assembled,104.500000,$3.472354,$4.334180
DIESELFXFRMULA-1L,AWSUM DIESEL FX formulation (1 L),LITER,LITER,LITER,0,Active,Assembled,88.000000,$0.000000,$4.409190
DINO113GTLBL,Dino Grease 4 oz (113 g) - Tube label (2.25”×4”),Tube,Each,Each,1,Active,Raw Material,621.000000,$0.350000,$0.000000
DINO400GTLBL,Dino Grease 14.5 oz (400 g) - Tube label (2.375”×8”),Tube,Each,Each,1,Active,Raw Material,701.000000,$0.320000,$0.000000
DINO85GTLBL,Dino Grease 3 oz (85 g) - Tube label (2”×4”),Tube,Each,Each,1,Active,Raw Material,480.000000,$0.558000,$0.000000
DINOGREASE14.5OZTUBECASE,Dino Grease 14.5 oz - 10×400 g tube case,"Case, Tube, CASE10",CASE10,CASE10,1,Active,Assembled,4.000000,$34.984580,$24.605870
DINOGREASE3OZTUBECASE,Dino Grease 3 oz - 10×85 g tube case (Mini 85 g cartridge),"Case, Tube, CASE10",CASE10,CASE10,1,Active,Assembled,0.000000,$23.636000,$15.934600
DINOGREASE4OZTUBECASE,Dino Grease 4 oz - 10×113 g tube case (SKU 118665C-1),"Case, Tube, CASE10",CASE10,CASE10,1,Active,Assembled,44.700000,$8.560400,$6.319950
DISC MODULE REPAIR,U2 SP4 DISC MODULE REPAIR,1,1,EA,0,Active,Raw Material,0.000000,$57.870000,$0.000000
DISCONN COMP & TRANSF,Disconnecting Compressor and Transformer,N/A,,,0,Active,Raw Material,0.000000,$499.500000,$0.000000
DISCONNECTING COMP/TRANS,,UNIT,unit,unit,0,Active,Raw Material,0.000000,$499.500000,$0.000000
DISCONNECTION OF COMPRES,,N/A,,,0,Active,Raw Material,0.000000,$0.000000,$0.000000
DISSOLVED METALS BY ICP,Petro Lab- Dissolved Metals by ICP,N/A,EA,EA,0,Active,Raw Material,3.000000,$50.000000,$0.000000
DRILLRODGREASEPAIL,Drill Rod- 17 kg Pail Item# 1004,"17kg, Pail, KG",KG,PAIL,1,Active,Raw Material,0.000000,$4.955882,$4.229300
"DRUM CAP SEAL 2""",DRUM CAP SEAL PLASTIQUE 2'',Drum,,,0,Active,Raw Material,0.000000,$1.320000,$0.000000
DRUM HOSE,Drum Hose,Drum,,,0,Active,Raw Material,0.000000,$0.000000,$0.000000
"DRUM PLASTIC CAPSEAL 2""","DRUM PLASTIC CAP SEAL 2"" APT WHITE",Drum,EA,EA,0,Active,Raw Material,0.000000,$1.500000,$1.500000
DRUM PUMP HOSE,Drum pump hose,Drum,Each,Each,0,Active,Assembled,0.000000,$863.700000,$0.000000
DRUM-OPEN HEAD-STEEL,Universal black open-head steeel drum (UN 1A2/Y1.2/100),Drum,,,0,Active,Raw Material,116.000000,$44.350000,$0.000000
DRUMCLOSEDHEAD-STEEL,"55gal-CLOSED HEAD,UNLINED,UN RATED-2""&3/4""Trisure Fittings",N/A,EA,EA,0,Active,Raw Material,0.000000,$43.450000,$0.000000
DRUMFOODGRADE,"55gal- CLOSED HEAD, LINED,UN RATED-2""&3/4"" fitting",N/A,EA,EA,0,Active,Raw Material,0.000000,$99.030000,$63.130000
DRUMLINERS,DRUM LINERS,Drum,EA,EA,0,Active,Raw Material,46.000000,$4.500000,$0.000000
DURA-450FG FRMULA-1G,Duratherm 450/450-FG - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,0.000000,$6.907838,$5.919700
DURA-HF(CHEVRON)FRMULA-1,Duratherm HF/HF-FG - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,85.600000,$8.806992,$5.267910
DURACLEAN FRMULA-1G,DuraClean/U-Clean - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,23.000000,$8.899535,$6.262060
DURACLEAN HD 50 FRMULA-1,DuraClean HD 50% - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,0.000000,$10.675200,$0.000000
DURACLEAN LSC 22CST-1G,DuraClean LSC at 22 cSt - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,0.000000,$7.555339,$0.000000
DURACLEAN LSC FRMULA-1G,DuraClean LSC - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,0.000000,$9.833512,$7.257140
DURACLEAN ULTRA FRMULA-1,DuraClean Ultra - Formulation (1 gal),GALLON,GALLON,GALLON,0,Active,Assembled,0.000000,$11.955360,$9.873050
DURACLEANHD25FRMULA-1,DuraClean HD 25% - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,0.000000,$7.110751,$7.069458
DURAD150,Durad 150,"KG, DRUM",KG,DRUM,1,Active,Raw Material,254.600000,$12.050000,$12.050000
DURATHERM-HF FRMULA-1G,Duratherm HF/HF-FG - Formulation (1 gal),GALLON,Gallon,Gallon,0,Active,Assembled,0.000000,$7.564136,$7.663114
DURATHERM600FRMULA-1G,Duratherm 600/630/FG (Dura X) - Formulation (1 gal),GALLON,GALLON,GALLON,0,Active,Assembled,0.000000,$5.872264,$3.712548
DURATHERM630FGFRMULA-1G,Duratherm 600/630/FG - Formulation (1 gal) (China),GALLON,GALLON,GALLON,0,Active,Assembled,275.000000,$3.930093,$3.849834
DYMAR UNDERCOAT FRMULA-1,DYMAR UNDERCOAT formulation (1 L),LITER,LITER,LITER,0,Active,Assembled,0.000000,$4.080083,$0.000000
E-BIKE WRONG FRMULA-1L,E-BIKE WRONG FRMULA-1L,LITER,LITER,LITER,0,Inactive,Assembled,0.000000,$7.046461,$0.000000
EBSBLACKINKTS7A001,Ink for the EBS-6500 continuous ink jet printer,N/A,EA,EA,1,Active,Raw Material,1.000000,$145.950000,$139.000000
ECOCLEAN-4200 DRM,ECOCLEAN-4200 DRUM-186 kg,"186kg, Drum, KG",KG,DRUM,0,Active,Raw Material,224.104000,$17.030000,$0.000000
"EDGE PROTECTOR-32"" ABZAC","2x2x .225x32"" - EDGE PROTECTOR-WHITE",N/A,EA,EA,0,Active,Raw Material,0.000000,$0.840571,$0.518890
